jl-magelang-masuk,jl-magelang-keluar,jl-kyaimojo-masuk,jl-diponegoro-masuk,jl-diponegoro-keluar,jl-tentarapelajar-masuk,jl-tentarapelajar-keluar,jl-kyaimojo-keluar,persimpangan,time
0.6666666666666666,4.0,3.3333333333333335,0.0,0.0,0.0,0.0,2.3999999999999995,2.6000000000000005,2023-08-15-1:41
0.0,1.7,2.25,0.0,0.0,0.0,0.0,2.55,1.8,2023-08-15-1:42
0.0,2.55,0.75,0.0,0.0,0.0,0.0,3.4,1.8,2023-08-15-1:43
0.0,2.55,1.5,0.0,0.0,0.0,0.0,2.55,1.8,2023-08-15-1:44
0.0,2.55,0.75,0.0,0.0,0.0,0.0,2.55,1.8,2023-08-15-1:45
0.0,3.4,2.25,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-1:46
0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2023-08-15-1:47
0.0,3.4,3.75,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-1:48
0.0,3.4,3.0,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-1:49
0.0,3.4,3.0,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-1:50
0.0,28.6,19.425,0.0,0.0,0.0,0.0,14.3,16.2,2023-08-15-1:51
0.0,35.535714285714285,15.535714285714286,0.0,7.107142857142857,0.0,0.0,18.478571428571428,22.6,2023-08-15-1:52
0.0,32.675862068965515,21.724137931034484,0.0,1.4206896551724137,0.0,0.0,4.262068965517241,24.20689655172414,2023-08-15-1:53
0.0,19.9,18.642857142857142,1.5535714285714286,0.0,0.0,0.0,12.082142857142856,23.40714285714286,2023-08-15-1:54
0.0,19.9,40.910714285714285,0.0,0.7107142857142856,0.0,0.0,4.975,22.6,2023-08-15-1:55
0.0,20.599999999999998,19.137931034482758,0.0,0.0,0.0,0.0,4.972413793103447,23.400000000000002,2023-08-15-1:56
0.0,20.599999999999998,24.310344827586206,0.0,0.0,0.0,0.0,7.813793103448275,23.400000000000002,2023-08-15-1:57
0.0,19.9,13.464285714285714,0.0,0.0,0.0,0.0,1.4214285714285713,22.6,2023-08-15-1:58
0.0,20.599999999999998,11.379310344827585,0.0,0.0,0.0,0.0,7.103448275862069,23.400000000000002,2023-08-15-1:59
0.0,19.189285714285713,16.571428571428573,0.0,0.0,0.0,0.0,14.924999999999999,22.6,2023-08-15-2:0
0.0,6.4125,15.625,0.0,0.0,0.0,0.0,17.099999999999998,19.400000000000002,2023-08-15-2:1
0.0,0.0,3.75,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-2:2
0.0,0.0,3.75,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-2:3
0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2023-08-15-2:4
0.0,0.0,3.0,0.0,0.85,0.0,0.0,1.7,1.8,2023-08-15-2:5
0.0,0.0,3.0,0.0,0.85,0.0,0.0,1.7,1.8,2023-08-15-2:6
0.0,0.0,3.0,0.0,0.85,0.75,0.0,1.7,1.8,2023-08-15-2:7
0.0,0.0,3.0,0.0,0.85,0.75,0.0,1.7,1.8,2023-08-15-2:8
0.0,0.0,3.0,0.0,1.7,1.5,0.0,1.7,1.8,2023-08-15-2:9
0.0,0.0,3.0,0.0,1.7,0.75,0.0,1.7,1.8,2023-08-15-2:10
0.0,0.0,17.0,0.0,7.1875,1.59375,0.0,11.5,13.0,2023-08-15-2:11
0.0,0.0,35.172413793103445,0.0,0.0,10.862068965517242,0.0,22.02068965517241,23.400000000000002,2023-08-15-2:12
0.0,0.0,32.107142857142854,0.0,0.0,0.0,0.0,23.453571428571426,22.6,2023-08-15-2:13
0.0,0.0,25.344827586206897,0.0,0.0,0.0,0.0,29.834482758620688,23.400000000000002,2023-08-15-2:14
0.5172413793103449,0.0,24.310344827586206,0.0,0.0,0.0,0.0,20.599999999999998,23.400000000000002,2023-08-15-2:15
0.5178571428571429,12.792857142857143,22.785714285714285,0.0,0.0,0.0,0.0,19.9,22.6,2023-08-15-2:16
0.0,2.8428571428571425,14.5,0.0,0.0,0.0,0.0,11.37142857142857,22.6,2023-08-15-2:17
0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,24.20689655172414,2023-08-15-2:18
0.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,22.6,2023-08-15-2:19
0.0,1.4206896551724137,15.0,0.0,0.0,0.0,0.0,0.0,23.400000000000002,2023-08-15-2:20
0.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,22.6,2023-08-15-2:21
0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,23.400000000000002,2023-08-15-2:22
0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,23.400000000000002,2023-08-15-2:23
0.0,0.0,15.017857142857142,0.0,0.0,0.0,0.0,0.0,22.6,2023-08-15-2:24
0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,23.400000000000002,2023-08-15-2:25
0.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,22.6,2023-08-15-2:26
0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,23.400000000000002,2023-08-15-2:27
0.0,0.0,21.75,0.0,0.0,0.0,0.0,0.0,22.6,2023-08-15-2:28
3.103448275862069,0.0,16.03448275862069,0.0,0.0,0.0,0.0,0.0,23.400000000000002,2023-08-15-2:29
0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,23.400000000000002,2023-08-15-2:30
0.0,0.0,19.160714285714285,0.0,0.0,0.0,0.0,0.0,22.6,2023-08-15-2:31
0.0,0.0,15.517241379310345,0.0,0.0,0.0,0.0,0.0,23.400000000000002,2023-08-15-2:32
0.0,0.0,21.232142857142858,0.0,0.0,0.0,0.0,8.528571428571427,22.6,2023-08-15-2:33
0.0,0.0,26.928571428571427,0.0,0.0,0.0,0.0,0.0,22.6,2023-08-15-2:34
0.0,0.0,22.75862068965517,0.0,0.0,0.0,0.0,0.0,23.400000000000002,2023-08-15-2:35
0.0,0.0,26.928571428571427,0.0,0.0,0.0,0.0,0.0,22.6,2023-08-15-2:36
0.5172413793103449,0.0,15.0,0.0,0.0,0.0,0.0,0.0,23.400000000000002,2023-08-15-2:37
0.0,0.0,18.103448275862068,0.0,0.0,0.0,0.0,0.0,23.400000000000002,2023-08-15-2:38
0.0,0.0,16.571428571428573,0.0,0.0,0.0,0.0,0.0,22.6,2023-08-15-2:39
0.0,13.49655172413793,15.0,0.0,0.0,0.0,0.0,1.4206896551724137,23.400000000000002,2023-08-15-2:40
1.5535714285714286,8.528571428571427,14.5,0.0,0.0,0.0,0.0,0.0,22.6,2023-08-15-2:41
0.5172413793103449,14.206896551724139,15.0,0.0,0.0,0.0,0.0,0.0,23.400000000000002,2023-08-15-2:42
8.803571428571429,14.214285714285714,14.5,0.0,0.0,0.0,0.0,0.0,22.6,2023-08-15-2:43
0.0,8.524137931034481,15.0,0.0,0.0,0.0,0.0,0.0,23.400000000000002,2023-08-15-2:44
0.0,7.107142857142857,14.5,0.0,0.0,0.0,0.0,0.0,22.6,2023-08-15-2:45
0.0,4.972413793103447,15.0,0.0,0.0,0.0,0.0,0.0,23.400000000000002,2023-08-15-2:46
0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,23.400000000000002,2023-08-15-2:47
0.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,22.6,2023-08-15-2:48
0.0,2.8413793103448275,23.79310344827586,0.0,0.0,0.0,0.0,12.786206896551723,23.400000000000002,2023-08-15-2:49
0.0,2.8923076923076922,7.538461538461538,0.0,0.0,0.0,0.0,10.123076923076923,10.6,2023-08-15-2:50
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2023-08-15-2:51
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,1.8,2023-08-15-2:52
0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-2:53
0.0,0.85,0.0,0.0,0.0,0.0,0.0,3.4,1.8,2023-08-15-2:54
0.0,1.7,0.75,0.0,0.0,0.0,0.0,2.55,1.8,2023-08-15-2:55
0.0,1.7,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-2:56
0.0,1.7,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-2:57
0.0,1.7,2.25,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-2:58
0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2023-08-15-2:59
0.0,1.7,3.0,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:0
0.0,1.7,2.25,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:1
0.0,1.7,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:2
0.0,1.7,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:3
0.0,1.7,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:4
0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:5
0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:6
0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:7
0.0,0.85,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:8
0.0,1.7,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:9
0.0,0.85,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:10
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2023-08-15-3:11
0.0,1.7,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:12
0.0,1.7,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:13
0.0,1.7,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:14
0.0,1.7,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:15
0.0,1.7,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:16
0.0,0.85,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:17
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2023-08-15-3:18
0.0,0.85,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:19
0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:20
0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:21
0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:22
0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:23
0.0,1.7,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:24
0.0,1.7,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:25
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2023-08-15-3:26
0.0,1.7,0.75,0.0,0.0,0.0,0.0,2.55,1.8,2023-08-15-3:27
0.0,1.7,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:28
0.0,1.7,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:29
0.0,1.7,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:30
0.0,1.7,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:31
0.0,1.7,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:32
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2023-08-15-3:33
0.0,1.7,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:34
0.0,1.7,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:35
0.0,0.85,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:36
0.0,0.85,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:37
0.0,1.7,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:38
0.0,0.85,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:39
0.0,0.85,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:40
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2023-08-15-3:41
0.0,0.85,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:42
0.0,1.7,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:43
0.0,0.85,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:44
0.0,0.85,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:45
0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:46
0.0,1.7,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:47
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2023-08-15-3:48
0.0,1.7,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:49
0.0,1.7,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:50
0.0,0.85,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:51
0.0,1.7,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:52
0.0,1.7,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:53
0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:54
0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.7,1.8,2023-08-15-3:55
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2023-08-15-3:56
0.0,9.982608695652173,12.521739130434783,0.0,0.0,0.0,0.0,16.4,18.6,2023-08-15-3:57
0.0,7.817857142857142,14.5,0.0,0.0,0.0,0.0,19.9,22.6,2023-08-15-3:58
0.0,21.310344827586206,15.517241379310345,0.0,0.0,0.0,0.0,20.599999999999998,23.400000000000002,2023-08-15-3:59
0.0,19.189285714285713,22.785714285714285,0.0,0.0,0.0,0.0,5.685714285714285,23.40714285714286,2023-08-15-4:0
0.0,24.15172413793103,17.06896551724138,0.0,0.0,0.0,0.0,0.0,29.048275862068966,2023-08-15-4:1
0.0,28.428571428571427,14.5,0.0,0.0,0.0,0.0,0.0,22.6,2023-08-15-4:2
0.0,40.48965517241379,21.724137931034484,0.0,0.0,0.0,0.0,0.0,23.400000000000002,2023-08-15-4:3
0.0,32.675862068965515,15.517241379310345,0.0,0.0,0.0,0.0,0.0,23.400000000000002,2023-08-15-4:4
0.0,19.9,23.821428571428573,0.0,0.0,0.0,0.0,0.0,22.6,2023-08-15-4:5
0.0,31.965517241379306,20.689655172413794,0.0,0.0,0.0,0.0,6.393103448275862,23.400000000000002,2023-08-15-4:6
0.0,10.660714285714286,12.428571428571429,0.0,0.0,0.0,0.0,6.396428571428571,22.6,2023-08-15-4:7
0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,23.400000000000002,2023-08-15-4:8
0.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,22.6,2023-08-15-4:9
0.0,0.0,15.517241379310345,0.0,0.0,0.0,0.0,0.0,23.400000000000002,2023-08-15-4:10
0.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,22.6,2023-08-15-4:11
0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,23.400000000000002,2023-08-15-4:12
0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,23.400000000000002,2023-08-15-4:13
0.0,0.0,14.5,2.5892857142857144,0.0,0.0,0.0,0.0,22.6,2023-08-15-4:14
0.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,22.6,2023-08-15-4:15
0.0,0.0,23.275862068965516,0.0,0.0,0.0,0.0,18.46896551724138,23.400000000000002,2023-08-15-4:16
0.0,0.0,20.196428571428573,0.0,0.0,0.0,0.0,40.510714285714286,22.6,2023-08-15-4:17
0.0,0.0,22.75862068965517,0.0,0.0,0.0,0.0,19.88965517241379,23.400000000000002,2023-08-15-4:18
0.0,0.0,35.172413793103445,0.0,0.0,0.0,0.0,37.64827586206896,23.400000000000002,2023-08-15-4:19
0.0,0.0,24.857142857142858,0.0,0.0,0.0,0.0,51.88214285714285,22.6,2023-08-15-4:20
0.0,0.0,43.44827586206897,0.0,0.0,1.5517241379310345,0.0,19.179310344827584,23.400000000000002,2023-08-15-4:21
0.0,0.0,45.57142857142857,0.0,0.0,11.910714285714286,0.0,29.139285714285712,22.6,2023-08-15-4:22
0.0,0.0,11.89655172413793,0.0,0.0,0.0,0.0,27.703448275862065,23.400000000000002,2023-08-15-4:23
0.0,0.0,20.196428571428573,0.0,0.0,0.0,0.0,24.875,27.442857142857147,2023-08-15-4:24
0.0,0.0,14.482758620689655,9.827586206896552,7.103448275862069,0.0,0.0,38.35862068965517,28.24137931034483,2023-08-15-4:25
0.0,0.0,17.607142857142858,9.839285714285714,24.875,4.660714285714286,0.0,46.90714285714285,22.6,2023-08-15-4:26
0.0,0.0,17.06896551724138,0.0,3.5517241379310347,20.689655172413794,0.0,38.35862068965517,23.400000000000002,2023-08-15-4:27
0.0,14.214285714285714,16.053571428571427,0.0,0.0,0.5178571428571429,0.0,36.957142857142856,23.40714285714286,2023-08-15-4:28
0.0,20.599999999999998,11.379310344827585,0.0,0.0,0.0,0.0,56.11724137931034,23.400000000000002,2023-08-15-4:29
0.0,17.099999999999998,10.9375,0.0,0.0,0.0,0.0,46.3125,23.44166666666667,2023-08-15-4:30
0.0,1.7,3.0,0.0,0.0,0.0,0.0,3.4,1.8,2023-08-15-4:31
0.0,1.7,3.0,0.0,0.0,0.0,0.0,3.4,1.8,2023-08-15-4:32
0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2023-08-15-4:33
0.0,1.7,2.25,0.0,0.0,0.0,0.0,3.4,1.8,2023-08-15-4:34
0.0,1.7,1.5,0.0,0.0,0.0,0.0,3.4,1.8,2023-08-15-4:35
0.0,1.7,2.25,0.0,0.0,0.0,0.0,3.4,1.8,2023-08-15-4:36
0.0,1.7,1.5,0.0,0.0,0.0,0.0,3.4,1.8,2023-08-15-4:37
0.0,1.7,1.5,0.0,0.0,0.0,0.0,3.4,1.8,2023-08-15-4:38
0.0,1.7,1.5,0.0,0.0,0.0,0.0,3.4,1.8,2023-08-15-4:39
0.0,1.7,1.5,0.0,0.0,0.0,0.0,3.4,1.8,2023-08-15-4:40
0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2023-08-15-4:41
0.0,1.7,1.5,0.0,0.0,0.0,0.0,3.4,1.8,2023-08-15-4:42
0.0,1.7,1.5,0.0,0.0,0.0,0.0,4.25,1.8,2023-08-15-4:43
0.0,1.7,1.5,0.0,0.0,0.0,0.0,5.1,1.8,2023-08-15-4:44
0.0,1.7,1.5,0.0,0.0,0.0,0.0,5.1,1.8,2023-08-15-4:45
0.0,1.7,2.25,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-4:46
0.0,0.85,3.0,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-4:47
0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2023-08-15-4:48
0.0,1.7,1.5,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-4:49
0.0,1.7,1.5,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-4:50
0.0,1.7,1.5,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-4:51
0.0,1.7,1.5,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-4:52
0.0,1.7,2.25,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-4:53
0.0,1.7,3.0,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-4:54
0.0,1.7,3.0,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-4:55
0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2023-08-15-4:56
0.0,1.7,3.0,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-4:57
0.0,1.7,3.0,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-4:58
0.0,1.7,3.0,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-4:59
0.0,1.7,3.0,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-5:0
0.0,1.7,3.0,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-5:1
0.0,1.7,3.0,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-5:2
0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2023-08-15-5:3
0.0,1.7,3.0,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-5:4
0.0,1.7,3.0,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-5:5
0.0,1.7,3.0,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-5:6
0.0,1.7,3.0,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-5:7
0.0,1.7,3.0,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-5:8
0.0,1.7,2.25,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-5:9
0.0,1.7,3.0,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-5:10
0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2023-08-15-5:11
0.0,1.7,2.25,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-5:12
0.0,1.7,3.75,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-5:13
0.0,1.7,3.0,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-5:14
0.0,1.7,2.25,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-5:15
0.0,1.7,3.0,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-5:16
0.0,1.7,3.0,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-5:17
0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2023-08-15-5:18
0.0,1.7,3.0,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-5:19
0.0,1.7,3.0,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-5:20
0.0,1.7,4.5,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-5:21
0.0,1.7,4.5,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-5:22
0.0,1.7,4.5,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-5:23
0.0,1.7,4.5,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-5:24
0.0,3.0999999999999996,6.25,0.0,0.0,0.0,0.0,0.0,3.4000000000000004,2023-08-15-5:25
0.0,2.3999999999999995,5.333333333333333,0.0,0.0,0.0,0.0,0.0,2.6000000000000005,2023-08-15-5:26
0.0,1.7,3.0,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-5:27
0.0,1.7,3.75,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-5:28
0.0,1.7,4.5,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-5:29
0.0,2.55,3.0,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-5:30
0.0,1.7,3.0,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-5:31
0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2023-08-15-5:32
0.0,1.7,3.0,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-5:33
0.0,2.55,3.0,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-5:34
0.0,3.4,3.0,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-5:35
0.0,3.4,3.0,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-5:36
0.0,1.7,3.0,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-5:37
0.0,1.7,1.5,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-5:38
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2023-08-15-5:39
0.0,2.3999999999999995,2.0,0.0,0.0,0.0,0.0,0.0,2.6000000000000005,2023-08-15-5:40
0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-5:41
0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-5:42
0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-5:43
0.0,0.85,1.5,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-5:44
0.0,0.85,1.5,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-5:45
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2023-08-15-5:46
0.0,0.85,1.5,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-5:47
0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-5:48
0.0,0.85,1.5,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-5:49
0.0,0.85,1.5,0.0,0.0,0.0,0.0,0.0,1.8,2023-08-15-5:50
